sku,itemName,type,origin,initialstock,current Stock,uom,size,remark ,image,Last Update 
FBC140,SEALENT MAPESIL AC - 123 BIANCO ANTICO ANCIENT WHITE ,Material,DXB,1,1,PCS,,,Inventory_Images/FBC140.Image.124211.jpg,06/10/2025 16:42:04
FBC141,SEALENT MAPESIL AC - 137 CARIBE KARSAIBSKI,Material,DXB,1,1,PCS,,,Inventory_Images/FBC141.Image.124218.jpg,06/10/2025 16:42:11
FBC142,SEALENT MAPESIL AC - 138 MANDORIA ALMOND ,Material,DXB,1,1,PCS,,,Inventory_Images/FBC142.Image.124225.jpg,06/10/2025 16:42:18
FBC143,SEALENT MAPESIL AC - 144 CIOCCOLATE CHOCOLATE,Material,DXB,1,1,PCS,,,Inventory_Images/FBC143.Image.124232.jpg,06/10/2025 16:42:25
FBC144,SEALENT MAPESIL AC - 188 BISCOTTO BISCUIT,Material,DXB,1,1,PCS,,,Inventory_Images/FBC144.Image.124238.jpg,06/10/2025 16:42:32
FBC145,SEALENT MAPESIL AC - 999 TRANSPARENT ,Material,DXB,1,1,PCS,,,Inventory_Images/FBC145.Image.124245.jpg,06/10/2025 16:42:38
FBC146,SEALENT STELLER GP ,Material,DXB,3,1,PCS,,,Inventory_Images/FBC146.Image.124030.jpg,06/10/2025 16:40:19
FBC203,GOKART PRO LAMBORGHINI EDITION CAR,Tool,DXB,2,2,PCS,,,Inventory_Images/FBC203.Image.131250.jpg,06/10/2025 15:30:24
FBC147,SHIELD ANCHOR 16X60,Material,DXB,8,8,PCS,,,Inventory_Images/FBC147.Image.123932.jpg,06/10/2025 16:39:25
SDG22,"SHIELD GROOVED RIGID COUPLING 73-21/2""",Material,DXB,5,5,PCS,"73-21/2""",,Inventory_Images/SDG22.Image.201410.jpg,05/10/2025 18:04:02
20116162,SHOVELS CONCRETE TROJAN O-HANDLE STEEL 20116162,Tool,DXB,27,23,PCS,,,Inventory_Images/20116162.Image.123906.jpg,10/10/2025 11:46:40
FBC150,SIGNBOARD BESPOKEN BUILD ,Tool,DXB,9,9,PCS,,,Inventory_Images/FBC150.Image.123841.jpg,06/10/2025 16:38:35
FBC151,SIGNBOARD EMERGENCY CONTACT ,Tool,DXB,7,6,PCS,,,Inventory_Images/FBC151.Image.123825.jpg,06/10/2025 16:38:19
FBC336,SIGNBOARD FBC,Tool,DXB,3,3,PCS,,1 big 1 med 1 small,Inventory_Images/FBC336.Image.122544.jpg,04/10/2025 16:24:09
FBC152,SIGNBOARD PROJECT INFORMATION ,Tool,DXB,10,9,PCS,,,Inventory_Images/FBC152.Image.123657.jpg,06/10/2025 16:36:45
FBC153,SIGNBOARD PROJECT RENOVATION ,Tool,DXB,4,2,PCS,,,Inventory_Images/FBC153.Image.123809.jpg,06/10/2025 16:38:04
FBC154,SIGNBOARD SAFETY ,Tool,DXB,11,5,PCS,,,Inventory_Images/FBC154.Image.123751.jpg,06/10/2025 16:37:44
FBC157,SLEEVE ANCHOR ,Material,DXB,4,4,PCS,,,Inventory_Images/FBC157.Image.123728.jpg,06/10/2025 16:37:22
FBC159,SPIRIT LEVEL (1200MM),Tool,SYD,1,0,PCS,,,Inventory_Images/FBC159.Image.123604.jpg,06/10/2025 16:35:57
FBC160,SPIRIT LEVEL (1800MM),Tool,SYD,2,0,PCS,,,Inventory_Images/FBC160.Image.123557.jpg,06/10/2025 16:35:51
FBC161,SPIRIT LEVEL (600MM),Tool,SYD,1,0,PCS,,,Inventory_Images/FBC161.Image.123612.jpg,06/10/2025 16:36:04
1215401,SPIRIT LEVEL SOLA RED 120CM 1215401,Tool,DXB,1,0,PCS,,,Inventory_Images/1215401.Image.123525.jpg,06/10/2025 16:35:19
1214801,SPIRIT LEVEL SOLA RED 60CM 1214801,Tool,DXB,1,0,PCS,,,Inventory_Images/1214801.Image.123504.jpg,06/10/2025 16:34:56
HP251AE,SPITWATER PRESSURE CLEANER HP251/AE,Tool,DXB,1,1,PCS,,,Inventory_Images/HP251AE.Image.083255.png,
FBC164,SPO2 ADAPTER CABLE WHITE ,Tool,DXB,0,0,PCS,,,Inventory_Images/FBC164.Image.123430.jpg,06/10/2025 16:34:22
FBC165,SPRAY PAINT BLACK ,Material,DXB,10,6,PCS,,,Inventory_Images/FBC165.Image.123354.jpg,06/10/2025 16:33:51
FBC167,SPRAY PAINT BLUE,Material,DXB,24,19,PCS,,,Inventory_Images/FBC167.Image.123339.jpg,06/10/2025 16:33:32
40011229,SPRAY PAINT FLUORO PINK,Material,DXB,24,24,PCS,,,Inventory_Images/40011229.Image.123320.jpg,06/10/2025 16:33:12
FBC166,SPRAY PAINT RED,Material,DXB,10,5,PCS,,,Inventory_Images/FBC166.Image.123301.jpg,06/10/2025 16:32:57
40011205,SPRAY PAINT YELLOW,Material,DXB,12,6,PCS,,,Inventory_Images/40011205.Image.123242.jpg,06/10/2025 16:32:35
FBC170,STACYC 2Ah CYCLE BATTERY ,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC170.Image.123207.jpg,06/10/2025 16:31:58
FBC171,STACYC 4Ah CYCLE BATTERY ,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC171.Image.123214.jpg,06/10/2025 16:32:07
FBC172,STACYC BATTERY CHARGER ,Tool,DXB,2,2,PCS,,,Inventory_Images/FBC172.Image.123137.jpg,06/10/2025 16:31:29
BT100,"STAND FAN 24""",Tool,DXB,1,1,PCS,,,Inventory_Images/BT100.Image.110853.jpg,26/09/2025 12:36:42
FBC173,STANLEY 64 PIECE DRIVE SOCKET SET ,Tool,DXB,1,0,PCS,,,Inventory_Images/FBC173.Image.123116.jpg,06/10/2025 16:30:59
FBC174,STANLEY CHISELS SET 5X,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC174.Image.123106.jpg,06/10/2025 16:30:35
STXH2000,STANLEY HEAT GUN YELLOW 2000W,Tool,DXB,2,1,PCS,,,Inventory_Images/STXH2000.Image.082417.jpg,05/10/2025 10:39:55
FBC176,"STANLEY SCREWDRIVER, SET OF 13 PIECE ",Tool,SYD,1,1,PCS,,,Inventory_Images/FBC176.Image.123021.jpg,06/10/2025 16:30:13
FBC177,STANLEY SILENT AIR COMPRESSOR ,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC177.Image.122958.jpg,06/10/2025 16:29:51
FBC308,STICKY MAT,Material,DXB,10,10,PCS,"26""x45""",,Inventory_Images/FBC308.Image.122131.jpg,04/10/2025 16:20:08
BG56,STIHL - BG 56 BLOWER,Tool,SYD,2,1,PCS,,,Inventory_Images/FBC210.Image.075626.jpg,03/10/2025 13:10:51
FBC18,STRAIGHT CHUTE YELLOW WITH ANGLE,Tool,DXB,11,0,PCS,,,Inventory_Images/FBC18.Image.122936.jpg,06/10/2025 16:29:28
SSBG300830,STRUCTURAL GALVANISED STRAPPING BRACING 30 x 0.8mm x 30m,Material,DXB,1,1,ROLL,30x0.8mmx30m,,Inventory_Images/SSBG300830.Image.200831.jpg,05/10/2025 16:16:52
GRTD0069,TIE DOWN RATCHET GRUNT 50MMX9M LC2500KG GRTD0069,Truck Acc.,DXB,4,4,PCS,50 mm,,Inventory_Images/GRTD0069.Image.140951.jpg,04/10/2025 12:43:40
LC300KG,TIE DOWN RATCHET SET SYNECO 25MM 4.5M LC300KG S HOOK,Truck Acc.,DXB,6,5,PCS,25 mm,,Inventory_Images/LC300KG.Image.122905.jpg,06/10/2025 16:28:57
FBC180,TOOL BELT,Tool,SYD,1,0,PCS,,,Inventory_Images/FBC180.Image.122759.jpg,06/10/2025 16:27:52
FBC182,TSHIRT MAROON - LARGE ,Material,DXB,0,0,PCS,,,Inventory_Images/FBC182.Image.122708.jpg,06/10/2025 16:27:01
FBC183,TSHIRT MAROON - MEDIUM ,Material,DXB,0,0,PCS,,,Inventory_Images/FBC183.Image.122717.jpg,06/10/2025 16:27:08
FBC184,TSHIRT MAROON - SMALL,Material,DXB,13,13,PCS,,,Inventory_Images/FBC184.Image.122724.jpg,06/10/2025 16:27:16
FBC185,TSHIRT MAROON - XL,Material,DXB,6,6,PCS,,,Inventory_Images/FBC185.Image.122732.jpg,06/10/2025 16:27:23
FBC277,TUBE LIGHT CFL,Tool,DXB,9,0,PCS,,,Inventory_Images/FBC277.Image.132312.jpg,01/10/2025 15:09:39
4712017141121,TUF-FIX SELF DRILLING HEX WASHER HEAD,Material,DXB,1,1,PACK,16 mm - 14x1-1/2,,Inventory_Images/4712017141121.Image.110709.jpg,23/09/2025 15:07:03
FBC186,UKEN LAYOUT SET,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC186.Image.122637.jpg,06/10/2025 16:26:30
FBC,WALL PLUG 100PC PACK,Material,DXB,4,3,PACK,,,Inventory_Images/FBC.Image.075012.jpg,05/10/2025 18:22:02
WS482110,WARMING DRAWER 400 SERIES SS 76X21CM 33.200KG,Tool,DXB,0,1,PCS,72x21 cm,,Inventory_Images/default.jpg,
WS461110,WARMING DRAWER 400 SERIES ST.STEEL 60X14 19.800KG,Tool,DXB,0,1,PCS,60x14 cm,,Inventory_Images/default.jpg,
FBC303,WASHING DRYER,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC303.Image.113514.jpg,04/10/2025 15:35:00
FBC302,WASHING MACHINE,Tool,DXB,2,2,PCS,8 kg,,Inventory_Images/FBC302.Image.113333.jpg,04/10/2025 15:33:14
FBC257,WATER DISPENSER,Tool,DXB,2,2,PCS,,1 using at warehouse.,Inventory_Images/FBC257.Image.095015.jpg,05/10/2025 16:14:51
FBC187,WELDER HELMET,Tool,SYD,1,1,PCS,,,Inventory_Images/FBC187.Image.122613.jpg,06/10/2025 16:26:06
S100HGSBU,ARBANA CONCRETE RAKE 100L BLUE,Tool,DXB,4,1,PCS,,,Inventory_Images/S100HGSBU.Image.122547.jpg,08/10/2025 08:00:13
FBC248,WHITE BOARD,Tool,DXB,0,0,PCS,,,Inventory_Images/FBC248.Image.052729.jpg,25/09/2025 09:24:56
FBC312,WINDOWS DOOR SEAL TAPE,Material,DXB,5,5,ROLL,,,Inventory_Images/FBC312.Image.124328.jpg,04/10/2025 16:55:09
FBC189,WIRE CONNECTOR SMALL 6MM²-10A,Material,DXB,133,133,PCS,6 mm,,https://firebasestorage.googleapis.com/v0/b/mobile-inventory-2c3a7.appspot.com/o/production%2Fimages%2FS77FnMwh0Ba7e4cr1OP5Psfhvlu2%2FProduct_2025-08-19%2010_34_02_Field_27.jpg?alt=media&token=d060f277-90fa-4c9b-8911-2af1b0f5d333,
FBC205,WIRE CONNECTORS LARGE,Material,DXB,60,60,PCS,,,https://firebasestorage.googleapis.com/v0/b/mobile-inventory-2c3a7.appspot.com/o/production%2Fimages%2FS77FnMwh0Ba7e4cr1OP5Psfhvlu2%2FProduct_2025-08-19%2010_34_21_Field_27.jpg?alt=media&token=6e1e5a11-70f2-4f0d-b4ec-470f5122c9f1,01/10/2025 09:13:42
FBC190,WIRE CONNECTORS MEDIUM,Material,DXB,144,144,PCS,,,https://firebasestorage.googleapis.com/v0/b/mobile-inventory-2c3a7.appspot.com/o/production%2Fimages%2FS77FnMwh0Ba7e4cr1OP5Psfhvlu2%2FProduct_2025-08-19%2010_34_21_Field_27.jpg?alt=media&token=6e1e5a11-70f2-4f0d-b4ec-470f5122c9f1,
FBC191,WIRE EXTENSION REEL RR,Tool,DXB,6,3,PCS,,,Inventory_Images/FBC191.Image.122453.jpg,06/10/2025 16:24:43
FBC335,WOODEN CHAIR,Material,DXB,12,12,PCS,,,Inventory_Images/default.jpg,04/10/2025 16:02:23
FBC218,"WOODEN FLOORING PATTERN DESIGN 395*240*15/3mm, 389*110*15/3mm (492m²)",Material ,DXB,0,492,M²,"395*240*15/3mm, 389*110*15/3mm",,Inventory_Images/FBC218.Image.110120.jpg,02/10/2025 17:23:22
FBC2016,WOODEN PALLETS 120X100CM,Tool,DXB,20,50,PCS,120x100 cm,,Inventory_Images/FBC2016.Image.102119.jpg,23/09/2025 03:26:12
FBC192,WPA 100 CEMENTITIOUS WATERPROOFING MEMBRANE 20KG BAG,Material,DXB,10,7,PCS,20 kg,,Inventory_Images/FBC192.Image.122400.jpg,06/10/2025 16:23:53
FBC193,WPA PLUG FAST SETTING HYDRAULIC BINDER 4.5KG BUCKET,Material,DXB,3,2,PCS,45. kg,,Inventory_Images/FBC193.Image.122339.jpg,06/10/2025 16:23:30
91220045OV,WRECKING BAR CRAFTRIGHT 450X16MM 91220045ov,Tool,DXB,4,2,PCS,450 mm,,Inventory_Images/91220045OV.Image.122310.jpg,10/10/2025 10:19:28
KWB1200,WRECKING BAR KANGO 1200MM KWB1200,Tool,DXB,2,0,PCS,1200 mm,,Inventory_Images/KWB1200.Image.122224.jpg,06/10/2025 16:22:15
TJQ25102,WRECKING BAR TROJAN 750MM TJQ25102,Tool,DXB,2,0,PCS,750 mm,,Inventory_Images/TJQ25102.Image.122000.jpg,08/10/2025 08:27:14
FBC316,BOOSTER CABLE FOR BATTERY,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC316.Image.065855.jpg,05/10/2025 10:58:51
FBC317,BATTERY CHARGER FOR PLANTS,Tool,DXB,1,3,PCS,12 v,,Inventory_Images/FBC317.Image.070013.jpg,05/10/2025 13:28:47
FBC318,DIESAL CAN 10L,Material,SYD,1,1,PCS,10 li,,Inventory_Images/FBC318.Image.070358.jpg,05/10/2025 11:03:20
FBC320,CARPET PROTECTION FILM TAPE,Material,DXB,2,2,ROLL,1m x 100m,,Inventory_Images/FBC320.Image.125834.jpg,05/10/2025 16:56:57
FBC321,INSULATED FLEXIBLE DUCT,Material,DXB,1,1,PCS,"6""",,Inventory_Images/FBC321.Image.130147.jpg,05/10/2025 17:01:03
FBC322,NON WOVEN GEOTEXTILE CARPET ROLL 1Mx50M,Material,DXB,4,4,ROLL,1m x 50m,,Inventory_Images/FBC322.Image.132040.jpg,05/10/2025 17:20:32
FBC323,SAND PAPER ABRASIVE SHEET FOR ORBITAL SANDER,Material,DXB,25,25,PCS,230x280MM,,Inventory_Images/FBC323.Image.133034.jpg,05/10/2025 17:31:06
FBC324,SCREW WITH WALL PLUG 100PC PACK,Material,DXB,3,3,PACK,6x40,,Inventory_Images/FBC324.Image.133537.jpg,05/10/2025 18:20:27
FBC326,SCREW 1-1/2 INCH SELF DRILLING,Material,DXB,1,1,PACK,1-1/2 inch 500pcs,,Inventory_Images/FBC326.Image.142258.jpg,05/10/2025 18:22:42
FBC327,HIGH PRESSURE GUN,Tool,DXB,1,1,PCS,,,Inventory_Images/FBC327.Image.141212.jpg,05/10/2025 18:11:23
FBC328,INDUSTRIAL PLUG MALE,Tool,DXB,0,0,PCS,,,Inventory_Images/FBC328.Image.090701.jpg,07/10/2025 13:06:30
TE30C,HILTI ROTARY HAMMER DRILL  TE 30-C,Tool,SYD,1,1,PCS,,NOT WORKING RECEIVED FROM G2,Inventory_Images/TE30C.Image.042743.jpg,08/10/2025 09:44:14
